doc_id,text,p_green,u,llm_green_suggested,llm_confidence,llm_rationale,is_green_human
9708316,"1. The compound of the formula wherein: R is or a heterocyclic or heterobicyclic group substituted with 0-4 R 2 ; X R R R R R R R R R R R m is 0, 1, 2, 3, or 4; n is 0, 1, 2 or 3; and/or a pharmaceutically acceptable salt, tautomer or stereoisomer thereof.",0.4985746991543836,0.9971493983087673,,,,
8854626,1. A system for detecting the onset of stall in turbomachinery comprising: one or more optical sources operably configured for transmitting light toward one or more blades; one or more optical detectors operably configured for receiving light reflected from a plurality of points disposed widthwise across the one or more blades; and a processor in operable communication with the detector for determining blade twist angle and for measuring intensity of the reflected light to identify onset of stall; and a plurality of optical fibers linearly arranged in a row for transmitting light from the one or more optical sources and for transmitting light reflected from a blade to the one or more detectors.,0.501445742335651,0.997108515328698,,,,
9630679,"1. A spring leg of a front fork comprising: a vehicle body side tube; an axle side tube being slidably engaged with the vehicle body side tube; a guide cylinder being provided in a center portion inside one of the vehicle body side tube and the axle side tube; a guide rod provided in a center portion inside the other of the vehicle body side tube and the axle side tube where the guide rod has a guide being inserted into the guide cylinder; a rod guide which is provided in the guide cylinder where the guide rod is inserted in and supported by the rod guide; a suspension spring being composed of; at least first and second sub-tanks, each of which includes an air chamber communicating with the rebound air spring chamber, wherein the first sub-tank is provided at a position different from that of the second sub-tank, wherein the first and second sub-tanks communicate with the rebound air spring chamber through a hole formed inside the guide, wherein a lower end portion of the guide rod is fastened to a bottom bolt which is inserted into a bottom portion of an axle bracket, wherein the inner side air spring chamber and the rebound air spring chamber are not in fluid communication with one another, and wherein the second sub-tank is provided outside the vehicle body side tube and the axle side tube.",0.4985031228756119,0.9970062457512238,,,,
9278248,"1. An exercise machine, comprising: a power supply configured to convert an alternating current to a high voltage direct current, wherein the power supply comprises power factor correction circuitry; a motor controller configured to generate a pulse-width modulated direct current signal based on the high voltage direct current; and a direct current motor, wherein the pulse-width modulated direct current signal drives the direct current motor.",0.49840017315822777,0.9968003463164555,,,,
8444764,"1. A gypsum plaster composition containing, per 100% by weight of gypsum plaster as dry matter, from 0.001 to 0.5% by weight of a setting retarder, based on dry matter, wherein the setting retarder comprises: at least one single adduct and/or condensate which can be prepared by reaction of at least one protein hydrolyzate, amino acid, amino acid mixtures, and/or hydrochlorides thereof with at least one monocarboxylic, dicarboxylic, oligocarboxylic, and/or polycarboxylic acid which is not derived from an amino acid and/or carboxylic acid derivatives derived therefrom, wherein the carboxylic acid derivative is selected from the group consisting of carboxylic anhydrides, carboxylic acid halides, and active carboxylic esters.",0.5017168070538746,0.9965663858922509,,,,
9410018,"1. A curable composition that comprises: (A) a polymerized product comprising a linear organosiloxane compound, which is represented by an average composition formula of Formula 1 and, of which a molar ratio of an alkenyl group bound to a silicon atom with respect to the total silicon atoms ranges from 0.02 to 0.2; (B) a crosslinked organosiloxane compound, which is represented by an average composition formula of Formula 2, and of which a molar ratio of an alkenyl group bound to a silicon atom with respect to the total silicon atoms ranges from 0.15 to 0.35; and (C) a hydrogen siloxane compound, which is represented by Formula 3, and of which a molar ratio of a hydrogen atom bound to a silicon atom with respect to the total silicon atoms ranges from 0.2 to 0.8, the crosslinked organosiloxane compound being comprised in a weight ratio of 50 parts by weight to 700 parts by weight relative to 100 parts by weight of the linear organosiloxane compound, a molar ratio of a hydrogen atom bound to a silicon atom in the siloxane compound with respect to an alkenyl group bound to a silicon atom in the linear and crosslinked organosiloxane compounds ranging from 0.8 to 1.2 and the hydrogen siloxane compound comprising an aryl group in such an amount that a molar ratio (Ar/Si) of the aryl group (Ar) with respect to the total silicon atoms (Si) in the hydrogen siloxane compound is in a range from 0.4 to 0.8: wherein R",0.5017507489254116,0.9964985021491768,,,,
8346187,"1. A transmission circuit that outputs a transmission signal having a power level indicated by a power level signal which is transmitted from a predefined base station, the transmission circuit comprising: an amplitude phase separator that separates an input signal into an amplitude signal that indicates an amplitude component and a phase signal that indicates a phase component a phase modulator that conducts a phase modulation on the phase signal and outputs a phase modulation signal; a power amplifier which (i) includes a transistor, (ii) amplifies the phase modulation signal using the transistor and (iii) outputs the amplified phase modulation signal as the transmission signal; a collector controller that controls a collector voltage supplied to the transistor; a base controller that controls a base bias voltage supplied to the transistor; and a switching controller, which (i) receives the power level signal from the predefined base station, (ii) switches, when the power level indicated by the power level signal is lower than a predefined value, to control the collector controller in accordance with the amplitude signal and the power level signal and to control the base controller in accordance with the power level signal, and (iii) switches, when the power level indicated by the power level signal is equal to or more than the predefined value, to control the base controller in accordance with the amplitude signal and the power level signal and to control the collector controller in accordance with the power level signal, wherein the power amplifier amplifies the phase modulation signal based on the collector voltage and the base bias voltage controlled by the collector controller and the base controller.",0.5018416467496681,0.9963167065006637,,,,
9465623,"1. An apparatus comprising: means for receiving and handling an input/output (I/O) request of a Microsoft Windows operating system, the Microsoft Windows operating system to be executed by a multi-core processor of a computer, the Microsoft Windows operating system being different from a first operating system with which the means for receiving and handling is associated; means for reporting a number of processing units of the computer to the Microsoft Windows operating system as being available that is different from a total actual number of processing units of the computer, each processing unit of the computer comprising a processor core, the number of the processing units of the computer to be reported to the Microsoft Windows operating system being user changeable; the first operating system to share data of the first operating system with the Microsoft Windows operating system, wherein a portion of memory allocated to the first operating system is hidden from the Microsoft Windows operating system.",0.501934849797891,0.9961303004042179,,,,
9562067,"1. A process for the synthesis of (17α)-17-acetyl-17-hydoxy-estr-4-en-3-one of formula (I) characterized by reacting the compound of formula (II) with 1.5-10 mol equivalent of methyl lithium in the presence of substituted 1,2-diamino-ethane in an ether or formaldehyde dialkylacetal solvent or a mixture thereof at a temperature between −78° and −10° C., then reacting the protected imine derivative obtained as intermediate with mineral acids or strong organic acids at a temperature between 0° C. and the boiling point of the applied organic solvent.",0.4979618605681869,0.9959237211363738,,,,
9665149,"1. A gateway for controlling Wakeup-on-LAN and Sleep-on-LAN, comprising: a first port, for coupling to the Internet; and a second port, for coupling to a Local-Area-Network (LAN) that supports Wakeup-on-LAN protocol and Sleep-on-LAN protocol, wherein at least one terminal device is connected to the gateway in the Local-Area-Network (LAN), wherein each of the at least one terminal device is associated with an identification for identifying the terminal device, respectively; wherein the gateway has integrated support for both of the Wakeup-on-LAN protocol and Sleep-on-LAN protocol, wherein the gateway collects an identification and an address of each of the at least one terminal device in the Local-Area-Network (LAN) to associate the identification with the address of the terminal device, wherein a P2P (point-to-point) connection is established between the gateway and a remote device through the Internet, wherein the gateway wakes up a first terminal device of the at least one terminal device or put said first terminal device into a sleep mode through the second port according to a command carrying the identification of the first terminal device and terminated at the gateway via the P2P connection.",0.5020884309026107,0.9958231381947786,,,,
8432823,"1. A method of accessing a channel in a wireless network having a plurality of communication nodes, the method comprising: identifying a first channel available for use; forming a cognitive network to manage utilisation of said first channel, said cognitive network including a leader node and at least one of said plurality of said communication nodes; managing said cognitive network by means of said leader node including identifying a second channel available for use in an event that said first channel being no longer available for use; switching to said second channel upon said second channel being identified; and selecting a further leader node for managing said cognitive network upon switching to said second channel, wherein said further leader node is selected from said at least one of said plurality of said communication nodes based on a credit mechanism.",0.497879374010078,0.995758748020156,,,,
9577912,"1. A computer-implemented method for generating a status update message, the method comprising: monitoring software application activity to determine whether a status update criterion has been met, wherein the status update criterion indicates that one or more commands have been entered in conjunction with a first attribute of the software application; and in response to the status update criterion being met, transmitting a status update message indicating that the update criterion has been met, wherein the status update message comprises information related to the software application.",0.5022438488814147,0.9955123022371706,,,,
8544411,"1. A plasma processing apparatus, comprising: a process tube including an electrode chamber and a processing chamber, a plurality of substrates being stacked and accommodated in said processing chamber; a rod-like pair of electrodes that is disposed in said electrode chamber, said electrodes being covered by cylindrical protecting members and extending in a stacking direction of said plurality of substrates, said electrode chamber being separated from said processing chamber by a partition disposed around said pair of electrodes, and high frequency electric power being applied to said electrodes; and a gas supply member for supplying processing gas vertically stood between said pair of electrodes and stood on a position in a vicinity of an inner peripheral surface of said process tube at a position on an opposite side from an exhaust pipe, wherein said pair of electrodes are used when plasma is generated when said substrates are processed, the processing gas for processing said substrates is supplied into said electrode chamber, the processing gas is activated by the plasma generated by said pair of electrodes in said electrode chamber, and the activated processing gas is supplied to said substrates to process said substrates, and the pair of electrodes are bent and pass through a side surface of the process tube, wherein said partition extends in a circumferential direction of said process tube such that said partition does not encompass said substrates in the circumferential direction and said partition is elongated in said stacking direction of said substrates.",0.5022841051257422,0.9954317897485156,,,,
9849186,"1. A composition comprising: a polyion complex comprising a polyanion selected from the group consisting of poly(acrylic acid), poly(methacrylic acid), poly(sulfonic acid), DNA, RNA and anionic proteins, and a triblock copolymer or salt thereof of following formula: wherein each L wherein the polyion complex is in the form of a polyion complex micelle in Na wherein said composition forms a gel when injected into a living body and said gel is retained in a specific area of the body selected from the group consisting of a periodontal pocket, a cancer lesion and a site affected by arthritis; and wherein the composition further provides at least one property selected from the group consisting of suppressing inflammation, scavenging active oxygen, and regulating fluidity.",0.5022986466696554,0.9954027066606892,,,,
9793188,"1. A method of growing an oxide layer on a semiconductor device, the method comprising the step of contacting at least one surface of a semiconductor device with the dilute aqueous solution comprising: (a) an oxidant, wherein the oxidant is H (b) a compound comprising fluorine; (c) one or more additives; and (d) water.",0.4976325494850078,0.9952650989700156,,,,
9772964,"1. A multi-processor system comprising: a plurality of cores executing an assigned interrupt processing; and a storage storing execution time information of each interrupt processing and execution time limit information of each interrupt processing; wherein a first core of the plurality of cores is configured to: calculate each total processing time of an interrupt processing that has been assigned to each core of the plurality of cores and a first interrupt processing based on the execution time information stored in the storage when the first interrupt processing is detected, and assign the first interrupt processing to an arbitrary core for which a shortest time among a time to an execution time limit of the first interrupt processing based on the execution time limit information stored in the storage and a time to an execution time limit for each interrupt processing that has been assigned based on the execution time limit information stored in the storage being equal to or less than the total processing time.",0.5023756074351441,0.9952487851297118,,,,
9302768,"1. A fuselage takeoff and landing enabled aircraft, wherein a landing surface is formed at a bottom surface of the aircraft fuselage such that the aircraft fuselage is placed on a virtual runway surface to allow takeoff and landing, wherein a rail catcher assembly docked with a guide rail provided on the virtual runway surface to support the aircraft fuselage to maintain the center line of movement is provided on the aircraft fuselage.",0.5023780218416339,0.9952439563167321,,,,
9281931,"1. A method of receiving a control channel by a user equipment in a multi-component carrier system, the method comprising: transmitting a random access preamble to a base station on a secondary serving cell; monitoring, at a control channel element (CCE) aggregation level, a random access-radio network temporary identifier (RA-RNTI)-scrambled physical downlink control channel in a search space, which includes CCEs and is provisionally configured in the secondary serving cell during a response window period; receiving a random access response using the RA-RNTI-scrambled physical downlink control channel; and adjusting an uplink time of the secondary serving cell based on a time advance command (TAC) included in the random access response, wherein the size of the search space is equal to a value obtained by multiplying the number of candidates for the physical downlink control channel by the size of the CCE aggregation level.",0.49753689743037244,0.9950737948607449,,,,
9436899,"1. A method of initializing a transponder, the transponder being switchable between a TTF mode and an RTF mode within a switching timeframe, the method comprising: shifting a position of the switching timeframe from a first position to a second position relative to a timeframe allocated to the TTF mode, wherein the second position is different from the first position and at least one predefined condition results in shifting of the switching timeframe.",0.5025254557307945,0.9949490885384109,,,,
9472827,"1. A solid electrolyte layer comprising a sulfide solid electrolyte material not having cross-linking sulfur substantially and a branched polymer for binding the sulfide solid electrolyte material, wherein the sulfide solid electrolyte material is an Li a ratio of Li",0.4974490984318532,0.9948981968637064,,,,
9073981,"1. An isolated human antibody, or an antigen-binding fragment thereof, that neutralizes a dengue virus of serotypes DENV-1, DENV-2, DENV-3, or DENV-4, wherein the antibody does not contribute to antibody-dependent enhancement of dengue virus infection, wherein the Fc region of said antibody or antigen-binding fragment thereof comprises a CH2 L4A mutation, a CH2 L5A mutation, or both, and wherein the antibody, or the antigen binding fragment thereof, comprises the heavy chain CDR1, CDR2 and CDR3 and the light chain CDR1, CDR2 and CDR3 sequences as set forth in (i) SEQ ID NOs: 1-6, respectively; (ii) SEQ ID NOs: 17-22, respectively; (iii) SEQ ID NOs: 33-38, respectively; (iv) SEQ ID NOs: 49-54, respectively; (v) SEQ ID NOs: 67-72, respectively; (vi) SEQ ID NOs: 83-88, respectively; (vii) SEQ ID NOs: 83-85, 99, 53, and 100, respectively; (viii) SEQ ID NOs: 105-110, respectively; (ix) SEQ ID NOs: 121-123, 70 124, and 125, respectively; (x) SEQ ID NOs: 135-139, and 109, respectively; (xi) SEQ ID NOs: 149, 136-139, and 109, respectively; (xii) SEQ ID NOs: 153-158, respectively; (xiii) SEQ ID NOs: 169-174, respectively; or (xiv) SEQ ID NOs: 185-188 37, and 189, respectively.",0.4973485757091024,0.9946971514182048,,,,
9468221,"1. A method of producing a non-settling hydrolyzed whey permeate with an enzyme, the method comprising the steps: subjecting the whey permeate having an initial solids content in the range of from about 15 to about 25 percent solids to hydrolysis by an enzyme, so as to obtain a whey permeate hydrolysate having a degree of hydrolysis above about 65 percent; and subjecting the whey permeate hydrolysate to evaporation so as to bring the level of solids in the resulting whey permeate hydrolysate concentrate to within a range of from about 60 to about 80 percent solids, so as to obtain a whey permeate hydrolysate concentrate whose settling profile is such that there is no detectable settling over two weeks when stored at 90° F.",0.5026953220038585,0.9946093559922831,,,,
8901300,1. A tetraazapyrene compound of formula (I): wherein:,0.50276092850047,0.9944781429990599,,,,
9056298,"1. A method for causing cavitation in a substance, comprising: providing a first fluid substance in a spherical resonator chamber; applying acoustic energy to said spherical resonator chamber so that said acoustic energy is transmitted by said spherical resonator chamber into said first fluid substance in said spherical resonator chamber; providing a second fluid substance in a spherical cavitation reactor chamber disposed within said spherical resonator chamber; causing said acoustic energy to propagate from said first fluid substance through a wall of said spherical cavitation reactor chamber into said second fluid substance so as to cause acoustic cavitation within said second fluid substance; and wherein said spherical resonator chamber and said spherical cavitation reactor chamber are substantially concentric with respect to each other.",0.4969224760321319,0.9938449520642638,,,,
9562168,"1. A fluoropolymer coating composition comprising: an aqueous liquid medium; fluoropolymer particles dispersed in the aqueous liquid medium wherein the fluoropolymer or fluoropolymer mixture comprises repeat units derived from VF, VDF, or a combination thereof and at least 45 mole-% of repeat units derived from TFE; inorganic oxide nanoparticles; a compound that reacts with the repeat units derived from VF and VDF to crosslink the fluoropolymer and/or couple the fluoropolymer to the inorganic oxide nanoparticles.",0.5030907425241471,0.9938185149517058,,,,
9297153,"1. A water saving aerator adapted to be attached to a water tap for generating bubble foam water and flowing the bubble foam water, comprising; a water flow forming portion for forming a water flow through the water saving aerator; a water flow accelerator for accelerating the water flow supplied from the water flow forming portion and jetting an accelerated water flow jet downwardly; a water flow cylinder through which the accelerated water flow flows; an air cavity disposed in the water flow cylinder within a space for the water flow, the width of the air cavity being larger than that of the accelerated water flow jet, the air cavity containing air while the water flushes into it; a water deflection part on an inner side surface of the water flow cylinder, the water deflection part being hit by the accelerated water jet obliquely and downwardly and deflecting the accelerated water jet obliquely and downwardly, and diffusing the accelerated water jet to fill the water flow cylinder; and a ventilation pass for supplying outer air to the air cavity via air intake holes to the air cavity; wherein the accelerated water flow jet accelerated by the water flow accelerator is jetted into the air contained in the air cavity disposed in the water flow cylinder, and the bubble foam water flow is generated by injecting the air into the water flow.",0.5030983538183589,0.9938032923632822,,,,
9008312,"1. A device comprising: at least one memory configured to store instructions and data; and at least one processor configured to access the at least one memory and execute the instructions, causing the at least one processor to:",0.5031016281542231,0.9937967436915538,,,,
9198254,"1. A light emitting diode (LED) backlight driving circuit, comprising: an LED lightbar; and a driver integrated circuit (IC) coupled to the LED lightbar, wherein the driver IC is configured with a protection pin that controls the driver IC to enter a protection mode when a voltage of the protection pin exceeds a preset voltage range, and wherein an input undervoltage protection module is coupled between a power input end of the LED lightbar and the protection pin; an output overvoltage protection module is coupled between a power output end of the LED lightbar and the protection pin; wherein the input undervoltage protection module comprises a first controllable switch, and an undervoltage control unit coupled to a control end of the first controllable switch; the first controllable switch is connected in series between the protection pin and a power grounding end of the LED backlight driving circuit; the undervoltage control unit comprises a first resistor and a second resistor that are connected in series between the power input end of the LED lightbar and the power grounding end of the LED backlight driving circuit in sequence, the control end of the first controllable switch is coupled between the first resistor and the second resistor, and the first controllable switch is turned on at a low level; a first Zener diode is connected in series between the power input end of the LED lightbar and the first resistor, an anode of the first Zener diode is coupled to the first resistor, and a cathode of the first Zener diode is coupled to the power input end of the LED lightbar; wherein the output overvoltage protection module comprises a first divider unit and a second divider unit that are connected in series between the power output end of the LED lightbar and the power grounding end of the LED backlight driving circuit, and the protection pin is coupled between the first divider unit and the second divider unit; the first divider unit comprises a third resistor and a fourth resistor that are connected in series, and the second divider unit comprises a fifth resistor; a sixth resistor is connected in series between the protection pin and the first divider unit and the second divider unit; an input overvoltage protection module coupled between the power input end of the LED lightbar and the protection pin; the input overvoltage protection module comprises a second controllable switch, and an overvoltage control unit coupled to a control end of the second controllable switch; the second controllable switch is connected in series between the protection pin and the power grounding end of the LED backlight driving circuit; the overvoltage control unit comprises a second Zener diode, a seventh resistor and an eighth resistor that are connected in series between the power input end of the LED lightbar and the power grounding end of the LED backlight driving circuit in sequence, the control end of the second controllable switch is coupled between the seventh resistor and the eighth resistor, and the second controllable switch is turn on at the high level; an anode of the second Zener diode is coupled to the seventh resistor, and a cathode of the second Zener diode is coupled to the power input end of the LED lightbar.",0.5031684016354925,0.993663196729015,,,,
8637141,"1. A surface comprising a nanoporous coating including a first thickness including a first plurality of nanoparticles having a first diameter and having a first porosity and a second thickness including a second plurality of nanoparticles having a second diameter different from the first diameter and having a second porosity different from the first porosity, the coating including: a first functionalizing compound present in the first porosity as a capillary condensate, a second functionalizing compound present in the second porosity as a capillary condensate, wherein the first and second functional compounds are different, wherein the coating has a thickness of less than 500 nm wherein the first functionalizing compound is a polymer or a polymer precursor capable of forming a capillary condensate in capillary interstices, and wherein pores in the first thickness are formed between the first plurality of nanoparticles and pores in the second thickness are formed between the second plurality of nanoparticles.",0.5032940056460253,0.9934119887079493,,,,
8610118,"1. A flexible display panel comprising: a first film, an adhesive on the first film, an oxide layer on the adhesive, and a second film opposed to the first film, wherein the flexible display panel is configured to be attached to a part of a vehicle, and wherein a curvature of the flexible display panel is matched with a curved surface of the part of the vehicle.",0.49668895643968386,0.9933779128793677,,,,
8543138,"1. A method of providing pages to subscriber stations over a wireless network within a transmission region, and near sector boundaries using a multi-sector broadcast channel, comprising: receiving data related to a list of all pages to be transmitted to subscriber stations in a paging region that has a plurality of sectors; generating a substantially identical waveform at a base station in each of the plurality of sectors; transmitting the substantially identical waveform concurrently from a subset of the sectors in the region to permit signal aggregation of waveforms over the air to page subscriber stations identified in the list of pages to be transmitted; providing an aggregate waveform to one or more subscriber stations, wherein the aggregate waveform comprises combined signal energy from at least two substantially identical waveform transmissions from at least two different sectors to improve spectral efficiency within the transmission region and near sector boundaries; and further comprising providing time slots synchronized across all sectors in the paging region during which individuals sectors in the region simultaneously transmit the substantially identical waveform.",0.49665213273961384,0.9933042654792277,,,,
9468009,"1. A signal processing method comprising: adjusting, by a base station, a pre-coding vector of a high power data stream to allow a product of the pre-coding vector and an effective receiving channel matrix for a low power data stream to be equal to a constant; performing, by the base station, superposition coding on the low power data stream and the adjusted high power data stream; and sending, by the base station, the superposition-coded data stream to user equipments, wherein the user equipments comprise a user equipment at a center of a cell and a user equipment at an edge of the cell, the high power data stream is an interference for the user equipment at the center of the cell, while the low power data stream is desirable for the user equipment at the center of the cell.",0.5034279349969161,0.9931441300061679,,,,
